,Momentum_Window,Min_Momentum,Top_N,MA_Fast,MA_Slow,Rebalance,Sharpe Ratio,Total Return,Max Drawdown,Error,CAGR,Final Capital
148,12,0.3,10,12,100,Y,0.6756155260733389,16.726340233113703,-0.5055875817492459,,0.14769527348769262,164750.98811827373
149,12,0.3,10,12,100,6M,0.8861430439155075,24.642083494678833,-0.35126433125534495,,0.16817761678617327,238320.96967584573
150,12,0.3,10,25,50,W,0.6476775616077655,7.800823171324949,-0.3987241419206431,,0.10982904057069809,81186.3028224201
151,12,0.3,10,25,50,Q,0.6427076282565298,11.034516389663645,-0.4343737650193464,,0.12659516135927884,111850.41247368504
152,12,0.3,10,25,50,M,0.8881962609780494,26.53647201048695,-0.3775027177485546,,0.17217394647072415,255927.6711017991
153,12,0.3,10,25,50,Y,0.6525876588085018,14.184667501744023,-0.4745259128534607,,0.13921605657771985,141128.34021353628
154,12,0.3,10,25,50,6M,0.8881962609780494,26.53647201048695,-0.3775027177485546,,0.17217394647072415,255927.6711017991
155,12,0.3,10,25,100,W,0.6624824810044092,7.225194000927071,-0.3254812722209842,,0.1062378201317602,75876.20816063802
156,12,0.3,10,25,100,Q,0.694305360920459,11.098603320240631,-0.4297170962303414,,0.1268818922395767,112446.04501820215
157,12,0.3,10,25,100,M,0.9425433503492897,26.013187459231215,-0.2888706816737644,,0.17109687145987307,251064.1941656314
158,12,0.3,10,25,100,Y,0.6482108249274868,13.586465829906873,-0.4853003127145297,,0.13702429655355064,135568.57349163454
159,12,0.3,10,25,100,6M,0.9425433503492897,26.013187459231215,-0.2888706816737644,,0.17109687145987307,251064.1941656314
160,12,0.3,15,12,50,W,0.5764285538822608,4.214562206277809,-0.37530254297473575,,0.08234302977687458,48093.26228458897
161,12,0.3,15,12,50,Q,0.6629147117561651,9.697615039784283,-0.4175785602889824,,0.12025649034681729,98414.84173005109
162,12,0.3,15,12,50,M,0.8204656617383077,13.267389729367027,-0.3158338050949456,,0.1358199760761305,131255.69548863918
163,12,0.3,15,12,50,Y,0.6653796780846277,11.999356684326807,-0.3995000180378033,,0.13076584639935263,119590.17275558105
164,12,0.3,15,12,50,6M,0.8204656617383077,13.267389729367027,-0.3158338050949456,,0.1358199760761305,131255.69548863918
165,12,0.3,15,12,100,W,0.5374944528564437,3.0848045399552033,-0.3244050547901932,,0.06975367527493392,37613.33394641306
166,12,0.3,15,12,100,Q,0.7208205887820086,9.885718160841627,-0.3679818737874882,,0.12119250278982707,100145.33388357697
167,12,0.3,15,12,100,M,0.8577736137793975,11.822200555624852,-0.24553226579492538,,0.13002264795997265,117960.38964010421
168,12,0.3,15,12,100,Y,0.6525187476802934,10.579859411282092,-0.3706047717814358,,0.12451822774328414,106531.22466823692
169,12,0.3,15,12,100,6M,0.8577736137793975,11.822200555624852,-0.24553226579492538,,0.13002264795997265,117960.38964010421
170,12,0.3,15,25,50,W,0.5617486290919927,3.5379583865358435,-0.29037648225073853,,0.0751596330686557,41853.02893835904
171,12,0.3,15,25,50,Q,0.5847980199087706,5.822050886429812,-0.3746061354174325,,0.09636805699893602,62760.816851742245
172,12,0.3,15,25,50,M,0.8163353045337437,10.770576871281154,-0.28424122042255345,,0.1253987409738635,108285.76795392834
173,12,0.3,15,25,50,Y,0.6220811149973399,8.556558272315788,-0.37213929198046114,,0.11421851171977293,87917.46257051086
174,12,0.3,15,25,50,6M,0.8163353045337437,10.770576871281154,-0.28424122042255345,,0.1253987409738635,108285.76795392834
175,12,0.3,15,25,100,W,0.5804010735482189,3.399140336453956,-0.25068039564480443,,0.07356033887590985,40572.72723165278
176,12,0.3,15,25,100,Q,0.6847103045826405,6.8508464582775375,-0.31521915536121015,,0.10377159533335045,72225.42676707651
177,12,0.3,15,25,100,M,0.8663889601092503,10.512782770203632,-0.1976765109794456,,0.12420526022931289,105914.1397394028
178,12,0.3,15,25,100,Y,0.5933450769823951,6.582983390377232,-0.37499223866013914,,0.1019371907804445,69761.16708539086
179,12,0.3,15,25,100,6M,0.8663889601092503,10.512782770203632,-0.1976765109794456,,0.12420526022931289,105914.1397394028
180,12,0.35,5,12,50,W,0.6399206007515714,14.511314379819668,-0.5601347471692546,,0.14037840206940655,139044.82125057693
181,12,0.35,5,12,50,Q,0.6364564034244578,19.43477828844031,-0.6293847277656583,,0.15554093800294888,191826.28522643363
182,12,0.35,5,12,50,M,0.7427528430259509,29.514974965451422,-0.4873608732538691,,0.17795653005612055,286451.5684376892
183,12,0.35,5,12,50,Y,0.6512694529180695,22.8458107126851,-0.6083852531244104,,0.16411961798967778,223846.484784945
184,12,0.35,5,12,50,6M,0.7427528430259509,29.514974965451422,-0.4873608732538691,,0.17795653005612055,286451.5684376892
185,12,0.35,5,12,100,W,0.6144255895429982,10.606016226671612,-0.5635566267754498,,0.1246398031762177,105635.54755537085
186,12,0.35,5,12,100,Q,0.7787619479558291,31.28349061701286,-0.4883946646701889,,0.18114061460849218,303053.05943579535
187,12,0.35,5,12,100,M,0.7727549151519653,28.38271714790674,-0.5170558357722909,,0.1758243827866508,275822.78607497324
188,12,0.35,5,12,100,Y,0.6471691432760284,21.661463095558865,-0.62563759516525,,0.16128160615693266,212728.72267354387
189,12,0.35,5,12,100,6M,0.7727549151519653,28.38271714790674,-0.5170558357722909,,0.1758243827866508,275822.78607497324
190,12,0.35,5,25,50,W,0.6188442265127944,11.785820874033698,-0.5231402968722052,,0.12986882008240674,114613.2516200461
191,12,0.35,5,25,50,Q,0.6685565149184558,20.983948784722816,-0.6111261947877044,,0.15959392244652637,206368.7293523075
192,12,0.35,5,25,50,M,0.6915672528966813,19.230932952255987,-0.5771487473188993,,0.15498599117189493,189912.73896480905
193,12,0.35,5,25,50,Y,0.6192281799337251,16.818375375178746,-0.5828172867814734,,0.14798008293339682,167265.46815162836
194,12,0.35,5,25,50,6M,0.6915672528966813,19.230932952255987,-0.5771487473188993,,0.15498599117189493,189912.73896480905
195,12,0.35,5,25,100,W,0.683188857155006,13.938684700790771,-0.3857651333974628,,0.13832492552144937,133911.7171554826
196,12,0.35,5,25,100,Q,0.7682959628303794,26.36423008008425,-0.5070463374235525,,0.17182158899307431,256874.75196701247
197,12,0.35,5,25,100,M,0.8404648421570816,34.84439771739278,-0.37823248940758813,,0.1870769258423144,336480.16940785304
198,12,0.35,5,25,100,Y,0.6156532578917758,16.439504524140972,-0.5756450742237177,,0.14679852022795448,163708.91437309943
199,12,0.35,5,25,100,6M,0.8404648421570816,34.84439771739278,-0.37823248940758813,,0.1870769258423144,336480.16940785304
200,12,0.35,10,12,50,W,0.5767035953473779,4.960764039172702,-0.46384215884816593,,0.0893011877587182,54987.17391732479
201,12,0.35,10,12,50,Q,0.6370879807062786,10.464323510570026,-0.5085652939143211,,0.12397807603500066,106550.96323524647
202,12,0.35,10,12,50,M,0.721017410384379,10.510975226648837,-0.3315656293687042,,0.1241968025572866,106984.55055334611
203,12,0.35,10,12,50,Y,0.7196145600450035,17.418539222213813,-0.4268336442572684,,0.14980369184165587,171184.37853778512
204,12,0.35,10,12,50,6M,0.721017410384379,10.510975226648837,-0.3315656293687042,,0.1241968025572866,106984.55055334611
205,12,0.35,10,12,100,W,0.47876547590152424,2.7463797866175224,-0.45924409445999065,,0.06532999398918671,34610.562465107905
206,12,0.35,10,12,100,Q,0.6926614540811413,10.555053597042185,-0.4403240200281221,,0.12440268989608594,107394.22085084957
207,12,0.35,10,12,100,M,0.724533374531599,8.638060206843395,-0.3016177294981557,,0.11467197703349186,89577.4266847605
208,12,0.35,10,12,100,Y,0.7175620147706103,15.604450000077904,-0.4061225656284906,,0.1441055412691401,154323.98953750567
209,12,0.35,10,12,100,6M,0.724533374531599,8.638060206843395,-0.3016177294981557,,0.11467197703349186,89577.4266847605
210,12,0.35,10,25,50,W,0.5710546796669397,4.318072975611407,-0.38943167060717654,,0.08336285612109684,49058.44312796441
211,12,0.35,10,25,50,Q,0.5787152820743102,6.712795462174916,-0.4278569742504327,,0.10283375555284846,71683.75743876
212,12,0.35,10,25,50,M,0.7316176899216748,9.466584133974195,-0.3407498774910535,,0.11908518501541554,97277.8393971061
213,12,0.35,10,25,50,Y,0.6691088834379499,12.206233085837674,-0.4131291353879332,,0.13162161689041896,122740.50489833223
214,12,0.35,10,25,50,6M,0.7316176899216748,9.466584133974195,-0.3407498774910535,,0.11908518501541554,97277.8393971061
215,12,0.35,10,25,100,W,0.5288995496695541,3.2026760514232917,-0.327388523230542,,0.07121279093220778,38769.07011233781
216,12,0.35,10,25,100,Q,0.614875927209084,6.149332318469229,-0.3678086912457328,,0.09883239187912918,66446.85526533068
217,12,0.35,10,25,100,M,0.7720212857378463,9.119258141159918,-0.23615538305313805,,0.11727711088870385,94049.74494767099
218,12,0.35,10,25,100,Y,0.646319718168662,8.999234754624036,-0.4192459841686251,,0.11663854362665926,92934.23146496409
219,12,0.35,10,25,100,6M,0.7720212857378463,9.119258141159918,-0.23615538305313805,,0.11727711088870385,94049.74494767099
220,12,0.35,15,12,50,W,0.47711311472921897,2.181271702471306,-0.37398129700981037,,0.057016379002345685,29340.475448025052
221,12,0.35,15,12,50,Q,0.5929003024470567,5.738733357335819,-0.40421385066390164,,0.09572272994934483,61994.320636592434
222,12,0.35,15,12,50,M,0.70608300318346,6.093745596170511,-0.2825947939257293,,0.09842151285931666,65260.32648623385
223,12,0.35,15,12,50,Y,0.7065687049106562,10.723311181424437,-0.3977579013925297,,0.12518179551991349,107850.93781943471
224,12,0.35,15,12,50,6M,0.70608300318346,6.093745596170511,-0.2825947939257293,,0.09842151285931666,65260.32648623385
