,Momentum_Window,Min_Momentum,Top_N,MA_Fast,MA_Slow,Sharpe Ratio,Total Return,CAGR,Max Drawdown,Error,Final Capital
0,24,0.2,5,12,50,1.003551313247022,83.35094484047515,0.3224448295061144,-0.4177231084364977,,892201.5705489308
1,24,0.2,5,12,100,1.0779737916991818,112.58297857436857,0.34747558546500756,-0.38764697414489,,1199496.7527322432
2,24,0.2,5,25,50,1.009018870260534,84.26690645143188,0.3233452122129359,-0.38764993431718897,,901889.9313539419
3,24,0.2,5,25,100,1.0977564453095283,118.83585505268586,0.35203379355495956,-0.37306611873480183,,1288047.7580348358
4,24,0.2,10,12,50,1.2075944633928823,95.37625489034558,0.33359828242196343,-0.33937943308903284,,1000344.8177758681
5,24,0.2,10,12,100,1.1493107731459644,69.74628332798714,0.30786789898416567,-0.3472805929442617,,730129.6350132816
6,24,0.2,10,25,50,1.1985565550313597,88.90772642896972,0.3277722737525792,-0.3292377038597726,,933204.224562993
7,24,0.2,10,25,100,1.1120693391611074,56.01642164541916,0.2902055329807618,-0.31378355432845445,,610742.3818965927
8,24,0.2,15,12,50,1.121018331760056,44.50375096392186,0.2719971913125836,-0.3073055621346196,,477127.7260441483
9,24,0.2,15,12,100,1.0376415633767024,30.20344114828776,0.24211284349918794,-0.3227622790924559,,328876.9770147591
10,24,0.2,15,25,50,1.0523134253921766,33.5928843341687,0.2502108120105693,-0.3166502699646841,,362722.2787140449
11,24,0.2,15,25,100,1.0097221097816118,26.92759484001413,0.23346139237151853,-0.3224813378962976,,293477.64835183055
12,24,0.25,5,12,50,0.9924177062237338,78.356931525389,0.3173685044546042,-0.42494622954149736,,839378.6112864269
13,24,0.25,5,12,100,1.065210099157783,105.09710951585949,0.3416986191836817,-0.3876476075438682,,1120441.9881912584
14,24,0.25,5,25,50,0.9955974275894198,78.28232776443357,0.3172904250793651,-0.3876508353297192,,838589.5081789374
15,24,0.25,5,25,100,1.0836731851522385,110.26715728902154,0.3457275182120383,-0.3730712386847652,,1195947.6771457433
16,24,0.25,10,12,50,1.1706091384197927,78.61462308276533,0.3176376732019073,-0.3710934216288194,,826366.1594926884
17,24,0.25,10,12,100,1.1098813025769065,56.79483021044968,0.2913085091297227,-0.34730448531652475,,596465.5145426819
18,24,0.25,10,25,50,1.1557035492384033,71.4701972288698,0.30985366816810767,-0.329247914528665,,752210.0368350911
19,24,0.25,10,25,100,1.0692337776556469,45.054828393414994,0.27296248964569036,-0.3138189611619026,,493325.1645597254
20,24,0.25,15,12,50,1.1015817684530538,38.722516861963626,0.26115206738607255,-0.34167335030133206,,416508.83150547097
21,24,0.25,15,12,100,1.0148541963825117,26.128785607436207,0.2312077435106601,-0.346938242880069,,285931.0599191624
22,24,0.25,15,25,50,1.028467883439141,28.82143116529867,0.23857195947789944,-0.3401564583363358,,312691.400991588
23,24,0.25,15,25,100,0.9824993948228644,22.886443804878112,0.221371544256741,-0.3377490929093895,,251011.1377475223
24,24,0.3,5,12,50,0.9720257545298618,69.02218650277557,0.30702026173126273,-0.466582497499684,,740642.619821241
25,24,0.3,5,12,100,1.0428190301958562,91.71033159601001,0.33034318954294184,-0.41475919647270804,,979070.4830066719
26,24,0.3,5,25,50,0.9681071972459969,66.26722971039783,0.30371838351418656,-0.41248478562960134,,711502.7354772968
27,24,0.3,5,25,100,1.0624435785341215,96.9460023734058,0.33495676687383824,-0.3972661814597921,,1052766.1250472504
28,24,0.3,10,12,50,1.1260423789413128,61.879593777164885,0.2981885179359407,-0.4002085406898722,,652663.6239435333
29,24,0.3,10,12,100,1.061306470020594,44.0695394031404,0.2712288549955064,-0.3629828559184028,,465135.4785957187
30,24,0.3,10,25,50,1.112334095203303,56.6658604295347,0.29112672947335927,-0.3292554577029235,,598547.2740033828
31,24,0.3,10,25,100,1.0268324489335494,35.97197028313374,0.25546198071753157,-0.3499431755355242,,396032.3805404106
32,24,0.3,15,12,50,1.0362979564748227,28.180634836484774,0.2368776772822485,-0.35254002988086425,,305972.3572040369
33,24,0.3,15,12,100,0.9611922190160771,19.782993779503943,0.2107062943102429,-0.355196045375001,,219047.89715460158
34,24,0.3,15,25,50,0.9782159501912464,22.09875067444797,0.21879333846314197,-0.3389066381448389,,242201.00871460597
35,24,0.3,15,25,100,0.9400125000543329,17.863658163315414,0.203335922731408,-0.3272547777828706,,198229.10167511646
36,24,0.35,5,12,50,0.9507438993554833,59.341894032527044,0.29482277292234316,-0.45144787441750034,,638251.6844065563
37,24,0.35,5,12,100,1.00495200670654,72.10414962357986,0.3105727997404921,-0.41093247955859535,,772018.7583152889
38,24,0.35,5,25,50,0.9407937076899245,54.975160701216126,0.28870783468650063,-0.408527085628101,,592063.6263624869
39,24,0.35,5,25,100,1.0220518088641377,74.79678788889858,0.31356352128698317,-0.393310285754461,,814696.7588591479
40,24,0.35,10,12,50,1.1146266562209461,54.04908949538561,0.2873537224928302,-0.3884834789703299,,571386.296994462
41,24,0.35,10,12,100,1.0542683034339715,38.50412071571383,0.260713982061928,-0.33304193356661843,,407698.1557598581
42,24,0.35,10,25,50,1.0901080035418953,47.27869191568187,0.2767510611045325,-0.3127488021257579,,501112.429838649
43,24,0.35,10,25,100,1.0164476084465852,31.03798926249768,0.2441805506555006,-0.3018739059009764,,343181.0925462971
44,24,0.35,15,12,50,1.0127061845084184,23.210774692460745,0.22241002665269582,-0.3006481207499579,,253861.09123047563
45,24,0.35,15,12,100,0.9509118460111844,16.851475298941953,0.19916100250251034,-0.28527097838683296,,188150.37750706007
46,24,0.35,15,25,50,0.9517024105146261,17.923044052743776,0.20357430084014294,-0.2832725564498103,,198416.8071304142
47,24,0.35,15,25,100,0.9115041178340583,14.2749915552191,0.1874398997297182,-0.2656896669532439,,160517.53206462314
48,24,0.39999999999999997,5,12,50,0.9624046601397612,59.76324749082712,0.2953906876488581,-0.4235580864239107,,642708.4479669706
49,24,0.39999999999999997,5,12,100,1.0115674388946612,69.72427641010789,0.30784225741369164,-0.38101480760688616,,746886.0295622303
50,24,0.39999999999999997,5,25,50,0.9610978909900876,57.703179397887666,0.29257814270601434,-0.37840429385334345,,620918.579561414
51,24,0.39999999999999997,5,25,100,1.0256501454499656,71.98130233892657,0.3104339040808912,-0.3613629450846832,,784434.6987367702
52,24,0.39999999999999997,10,12,50,1.1233508799069511,50.361679287411306,0.28174129012906013,-0.3332445542986055,,533112.5365463328
53,24,0.39999999999999997,10,12,100,1.0471455418740419,33.42052775398036,0.24981735071581146,-0.2888373948082524,,355233.46504955174
54,24,0.39999999999999997,10,25,50,1.0820492123631036,41.33440377529913,0.26622333943429566,-0.281055645156276,,439413.2297258825
55,24,0.39999999999999997,10,25,100,0.9772521357162022,23.98216587819135,0.2248285233585141,-0.2777029329977447,,267601.2814039551
56,24,0.39999999999999997,15,12,50,0.9416553106414826,15.75489791034625,0.19437987048409378,-0.2896951742061675,,175682.79912580544
57,24,0.39999999999999997,15,12,100,0.8780476542627171,11.469520819177795,0.17235143756658178,-0.2780352942011189,,131425.8351296882
58,24,0.39999999999999997,15,25,50,0.8804605215767077,12.305246200260225,0.17715384249949517,-0.2853520083432493,,139511.61672410317
59,24,0.39999999999999997,15,25,100,0.8120695826739676,8.806217727913372,0.1547342443681461,-0.2605888143042268,,103048.82087055483
60,24,0.44999999999999996,5,12,50,0.9639255698457125,57.66770806286923,0.29252890956556055,-0.43208542169743885,,620543.3901563307
61,24,0.44999999999999996,5,12,100,0.9880771980727869,58.597899854517216,0.29381085747894686,-0.39029179419361804,,629385.5667673685
62,24,0.44999999999999996,5,25,50,0.9626172681451984,55.89291809894427,0.2900292374369364,-0.3892262583197795,,601770.981664606
63,24,0.44999999999999996,5,25,100,1.0107799645524054,62.41856264143524,0.29888693639189023,-0.3467170378728563,,681650.223901512
64,24,0.44999999999999996,10,12,50,1.0530071662744918,33.42573799338664,0.24982927185490733,-0.3176385522984845,,357324.61941975605
65,24,0.44999999999999996,10,12,100,0.939523612001337,19.29929933907723,0.2089109616614413,-0.300034372917926,,209496.80068355743
66,24,0.44999999999999996,10,25,50,0.982472430636176,24.378423538590315,0.2260438088994552,-0.27543193710206404,,263417.31683841423
67,24,0.44999999999999996,10,25,100,0.8929578445645909,14.978208461704412,0.19081267691883697,-0.2617545178855682,,171153.65736260076
68,24,0.44999999999999996,15,12,50,0.8209512311019271,8.677264193634986,0.15377137853186817,-0.27056550767032517,,101470.55926660616
69,24,0.44999999999999996,15,12,100,0.7289304029216971,5.704192461474364,0.12739049805596037,-0.252853559910354,,70660.6216787668
70,24,0.44999999999999996,15,25,50,0.7481408166036112,6.475185319845968,0.13515079600106095,-0.24794147504131536,,78380.7509900566
71,24,0.44999999999999996,15,25,100,0.6695501975891688,4.421397605975565,0.11240242899646447,-0.24591808687465644,,56970.85729352939
72,24,0.49999999999999994,5,12,50,0.9078154222697236,38.79850427603568,0.261303963023656,-0.4317781204878777,,420958.98377582827
73,24,0.49999999999999994,5,12,100,0.9150524946678252,35.66335437890217,0.2547989779372979,-0.3956638201180296,,387184.5506584445
74,24,0.49999999999999994,5,25,50,0.8885745881375056,34.29336913543739,0.25179122631277684,-0.4079585746906079,,373307.014309705
75,24,0.49999999999999994,5,25,100,0.9130150907800888,33.70454979623606,0.2504647462624412,-0.41466446891341013,,373019.5569514426
76,24,0.49999999999999994,10,12,50,0.9191587765574649,16.787007899428527,0.19888763854844438,-0.3434066617731066,,184621.62901200439
77,24,0.49999999999999994,10,12,100,0.8241638605276417,10.580028216151499,0.1668967370340495,-0.3321121749404837,,119510.47287819062
78,24,0.49999999999999994,10,25,50,0.8627912786228661,13.063753931631933,0.1812738335792159,-0.32137674920982157,,145975.82547682401
79,24,0.49999999999999994,10,25,100,0.7665210189518182,7.983202470961195,0.14837292239874578,-0.3134931505524009,,96225.3034449241
80,24,0.49999999999999994,15,12,50,0.7338107300251547,5.32381721682142,0.12324835787674071,-0.25703173932852164,,66308.12767442212
81,24,0.49999999999999994,15,12,100,0.6416761457052547,3.5494361313349985,0.10017787285715718,-0.25358104744990223,,47949.99355631252
82,24,0.49999999999999994,15,25,50,0.6620439770829889,4.046803808569013,0.10739461298485908,-0.2760540840486947,,52918.055631999785
83,24,0.49999999999999994,15,25,100,0.5711263361305519,2.6615751280459423,0.08522802487716219,-0.24277109969468433,,38477.73014462467
84,24,0.5499999999999999,5,12,50,0.8626551539958326,28.205615322212264,0.23694437648241484,-0.42583256799603275,,308915.2813712444
85,24,0.5499999999999999,5,12,100,0.8539670739383702,23.866471419679335,0.22447029194712265,-0.39785874050910647,,262603.1831018155
