,Momentum_Window,Min_Momentum,Top_N,MA_Fast,MA_Slow,Rebalance,Sharpe Ratio,Total Return,Max Drawdown,Error,CAGR,Final Capital
0,12,0.2,1,12,50,W,0.5341365677758184,37.98508555625217,-0.885758604565558,,0.15209817671445158,335206.97256385454
1,12,0.2,1,12,50,Q,0.6816127297732889,419.94398379767307,-0.9250663011008736,,0.26307271093911155,3619418.975602504
2,12,0.2,1,12,50,M,0.6761555695640673,358.5548560348797,-0.8527380727879618,,0.25540065747977136,3091574.458344507
3,12,0.2,1,12,50,6M,0.6761555695640673,358.5548560348797,-0.8527380727879618,,0.25540065747977136,3091574.458344507
4,12,0.2,1,12,100,W,0.5775030090914451,71.31648994632454,-0.8732459400126507,,0.17994291998382828,643150.145362857
5,12,0.2,1,12,100,Q,0.7187549345790963,777.7902031200229,-0.796642520751329,,0.29346802216454293,6926207.739280199
6,12,0.2,1,12,100,M,0.7614165303330472,1288.0383011632266,-0.8253584468401847,,0.318907210232378,11464123.48534562
7,12,0.2,1,12,100,6M,0.7614165303330472,1288.0383011632266,-0.8253584468401847,,0.318907210232378,11464123.48534562
8,12,0.2,1,25,50,W,0.649067086756182,230.49759278794704,-0.8773297465481431,,0.23421721029418663,1990494.727074488
9,12,0.2,1,25,50,Q,0.7075062743306539,703.4500481573517,-0.8583467852543307,,0.28846216589205476,6057100.160125655
10,12,0.2,1,25,50,M,0.7457219050961488,1083.7715152603328,-0.8149573382737407,,0.3101415895342374,9327232.975524554
11,12,0.2,1,25,50,6M,0.7457219050961488,1083.7715152603328,-0.8149573382737407,,0.3101415895342374,9327232.975524554
12,12,0.2,1,25,100,W,0.4644051685133444,13.021823557546426,-0.8961109807038656,,0.10745198014664492,124703.75520136348
13,12,0.2,1,25,100,Q,0.6411558793607941,227.53327915878106,-0.7340458125540175,,0.23360257848335464,2032471.5956252066
14,12,0.2,1,25,100,M,0.7260008688789057,725.235199232389,-0.8191973957144761,,0.2899797954357326,6458807.310761543
15,12,0.2,1,25,100,6M,0.7260008688789057,725.235199232389,-0.8191973957144761,,0.2899797954357326,6458807.310761543
16,12,0.2,2,12,50,W,0.7331775255231407,433.06311080457044,-0.78541920068342,,0.26457185605292377,3795911.6378384978
17,12,0.2,2,12,50,Q,0.8717877964528908,2717.860281677631,-0.8342345413837408,,0.35750606635158255,23776619.408516448
18,12,0.2,2,12,50,M,0.7997003893650455,904.2636709139807,-0.7213634632366221,,0.3010132031347794,7916592.813808395
19,12,0.2,2,12,50,6M,0.7997003893650455,904.2636709139807,-0.7213634632366221,,0.3010132031347794,7916592.813808395
20,12,0.2,2,12,100,W,0.680487360870136,193.2238158095455,-0.804228426047831,,0.22587081888952065,1690489.0606647523
21,12,0.2,2,12,100,Q,0.8724615517756443,1671.4465000562993,-0.6001736812183007,,0.3322481384084188,14556672.677384784
22,12,0.2,2,12,100,M,0.873921696579188,2023.6255968533803,-0.7213774031550028,,0.34212463384880043,17621976.01337762
23,12,0.2,2,12,100,6M,0.873921696579188,2023.6255968533803,-0.7213774031550028,,0.34212463384880043,17621976.01337762
24,12,0.2,2,25,50,W,0.7649374330093505,562.223823536141,-0.784796458325136,,0.2773679180704125,4925430.918342446
25,12,0.2,2,25,50,Q,0.7780029151296838,808.6337952108228,-0.8435472933165347,,0.2954112478208595,7080303.00002115
26,12,0.2,2,25,50,M,0.8255859761425698,1162.944405392535,-0.7213634632366221,,0.3137136555094735,10178773.556769183
27,12,0.2,2,25,50,6M,0.8255859761425698,1162.944405392535,-0.7213634632366221,,0.3137136555094735,10178773.556769183
28,12,0.2,2,25,100,W,0.5923653229868706,66.83820034339647,-0.7851443632903049,,0.1770310941595945,590451.459815565
29,12,0.2,2,25,100,Q,0.8095225055252535,723.4599678685007,-0.7126373659487503,,0.2898577757804355,6305568.889513334
30,12,0.2,2,25,100,M,0.8904182252346524,2139.2169494073537,-0.7213774031550028,,0.3450079060421518,18628062.29679998
31,12,0.2,2,25,100,6M,0.8904182252346524,2139.2169494073537,-0.7213774031550028,,0.3450079060421518,18628062.29679998
32,12,0.2,3,12,50,W,0.749770508982656,282.3695918363918,-0.6870767079992182,,0.24389980350850649,2456107.5503256354
33,12,0.2,3,12,50,Q,0.8658698593568454,1111.323164234525,-0.7784104279656993,,0.3114122770360819,9641067.357911417
34,12,0.2,3,12,50,M,0.9321761986229404,1841.9182161054787,-0.6344357939799907,,0.33725552530226577,15973504.12892119
35,12,0.2,3,12,50,6M,0.9321761986229404,1841.9182161054787,-0.6344357939799907,,0.33725552530226577,15973504.12892119
36,12,0.2,3,12,100,W,0.7205857228787935,173.36196389832253,-0.7187139825506149,,0.22077011535637392,1547630.6902522086
37,12,0.2,3,12,100,Q,0.9879635412248425,2820.8106897325347,-0.6551762929924664,,0.35945751828235495,25994599.7321376
