,Momentum_Window,Min_Momentum,Top_N,MA_Fast,MA_Slow,Rebalance,Sharpe Ratio,Total Return,Max Drawdown,Error,CAGR,Final Capital
0,12,0.2,5,12,50,W,0.7487912854237148,2.332020367475069,-0.3879000796263759,,0.2278100134780625,34658.73609125262
1,12,0.2,5,12,50,Q,0.7935607117124622,2.640828496962695,-0.43162212379644255,,0.24650738469163347,37382.08428417594
2,12,0.2,5,12,50,M,1.0087544571774711,5.310447637219653,-0.40277630663227426,,0.3690673881115165,64792.309124754975
3,12,0.2,5,12,50,Y,0.9993465928694761,5.226102306739618,-0.479608727547034,,0.36592964785563176,63926.29627751109
4,12,0.2,5,12,50,6M,1.0087544571774711,5.310447637219653,-0.40277630663227426,,0.3690673881115165,64792.309124754975
5,12,0.2,5,12,100,W,0.7386927116934215,2.1557590430592084,-0.35738538376956375,,0.21648369211353224,32461.761831858657
6,12,0.2,5,12,100,Q,0.69733258716695,1.9480320356470688,-0.3898038321699391,,0.20244103506098576,30066.74612186873
7,12,0.2,5,12,100,M,0.9750866333303588,4.712797716461367,-0.37985009939126274,,0.34603548286726715,58264.373151133106
8,12,0.2,5,12,100,Y,0.9959948706881995,5.353253869538599,-0.4785158487905294,,0.3706465400601293,64796.33492221176
9,12,0.2,5,12,100,6M,0.9750866333303588,4.712797716461367,-0.37985009939126274,,0.34603548286726715,58264.373151133106
10,12,0.2,5,25,50,W,0.7134695483021064,2.1029848644526514,-0.38260817611701664,,0.21299046087053197,32329.164374205528
11,12,0.2,5,25,50,Q,0.8750620423907419,3.433613663879146,-0.3898038321699391,,0.2890922237500062,45218.07593079406
12,12,0.2,5,25,50,M,0.9839394730614547,5.03890001858574,-0.3684178780932985,,0.35883752220316967,61590.26479992531
13,12,0.2,5,25,50,Y,0.9597928993844892,4.730488461665831,-0.4650589753574487,,0.34674533430660626,58444.79966561382
14,12,0.2,5,25,50,6M,0.9839394730614547,5.03890001858574,-0.3684178780932985,,0.35883752220316967,61590.26479992531
15,12,0.2,5,25,100,W,0.6648425627143272,1.7342389587788583,-0.36582858345923736,,0.18710346117580023,27637.157068057684
16,12,0.2,5,25,100,Q,0.7131264552329053,2.0468417465714044,-0.35419549391247235,,0.20921970902794262,30761.708394970923
17,12,0.2,5,25,100,M,0.9611785344341558,4.592954383745893,-0.3683278995276445,,0.3411780908343536,56467.92519262648
18,12,0.2,5,25,100,Y,0.835982387630995,3.2746155612028436,-0.47858128318136167,,0.2810893949867064,43157.632831536765
19,12,0.2,5,25,100,6M,0.9611785344341558,4.592954383745893,-0.3683278995276445,,0.3411780908343536,56467.92519262648
20,12,0.2,10,12,50,W,0.6494591835373006,1.358729326242287,-0.32353352350706627,,0.15757303782188936,24016.126646268767
21,12,0.2,10,12,50,Q,0.5977678552813809,1.2280564102807852,-0.4171055800517666,,0.1463777515434168,22701.353876286114
22,12,0.2,10,12,50,M,0.9039723421850001,2.9480595953945756,-0.38153407147366153,,0.26384635228845954,40226.22478773969
23,12,0.2,10,12,50,Y,0.9175762310192894,3.445928592162221,-0.4271018347482062,,0.2897020821918115,45298.94207959206
24,12,0.2,10,12,50,6M,0.9039723421850001,2.9480595953945756,-0.38153407147366153,,0.26384635228845954,40226.22478773969
25,12,0.2,10,12,100,W,0.49465011607614473,0.7870745254058598,-0.3452013055270942,,0.10406569284074219,18018.048604772426
26,12,0.2,10,12,100,Q,0.6255457778257522,1.3650898117113879,-0.3702206742989721,,0.1581047126989068,24174.500639154514
27,12,0.2,10,12,100,M,0.8654061634201704,2.6659148939122557,-0.37039916849590865,,0.24796776521183084,37470.738534804696
28,12,0.2,10,12,100,Y,0.8629920042024923,2.91602094686162,-0.40639014840708654,,0.2620915750178423,40027.16954513735
29,12,0.2,10,12,100,6M,0.8654061634201704,2.6659148939122557,-0.37039916849590865,,0.24796776521183084,37470.738534804696
30,12,0.2,10,25,50,W,0.6335323449174478,1.2986600050376,-0.34320817436678697,,0.15249227898602036,23299.036871119493
31,12,0.2,10,25,50,Q,0.6249884525640611,1.3611263299838297,-0.37533168047596044,,0.15777354355655193,24155.63833981127
32,12,0.2,10,25,50,M,0.9817825761598052,3.5633361645624477,-0.3372150751830496,,0.29544704192881954,46685.47235882415
33,12,0.2,10,25,50,Y,0.8441675764393913,2.7946486829096697,-0.41337685863090873,,0.2553340200316394,38821.370990189636
34,12,0.2,10,25,50,6M,0.9817825761598052,3.5633361645624477,-0.3372150751830496,,0.29544704192881954,46685.47235882415
35,12,0.2,10,25,100,W,0.5924700094946318,1.1049445984304591,-0.3310399195213791,,0.1353203424723739,21172.68482068025
36,12,0.2,10,25,100,Q,0.5042075839639761,0.8677575005365796,-0.3755333528926235,,0.11241050999993396,18856.88553652936
37,12,0.2,10,25,100,M,0.9323059823147559,3.079969054839323,-0.34059655634397384,,0.2709489731785224,41191.38027157409
38,12,0.2,10,25,100,Y,0.7466865065070328,2.1001747018514556,-0.41990924701094545,,0.2128030722915757,31299.373435396366
39,12,0.2,10,25,100,6M,0.9323059823147559,3.079969054839323,-0.34059655634397384,,0.2709489731785224,41191.38027157409
40,12,0.2,15,12,50,W,0.5916409169644669,0.9928466911320938,-0.303616312041823,,0.12477524854760325,20253.232675484047
41,12,0.2,15,12,50,Q,0.6779177547764015,1.450676452418189,-0.38362585853683495,,0.165145995987378,25109.987024812523
42,12,0.2,15,12,50,M,0.8369072277471717,2.2159185459286737,-0.39343904360619236,,0.22040715738129202,32950.76870773445
43,12,0.2,15,12,50,Y,0.7801600350324526,2.1693491234919104,-0.4005665596422996,,0.2173753965098688,32473.611638719376
44,12,0.2,15,12,50,6M,0.8369072277471717,2.2159185459286737,-0.39343904360619236,,0.22040715738129202,32950.76870773445
45,12,0.2,15,12,100,W,0.5369422000482996,0.8069895470869218,-0.30234705894516023,,0.10615405346840734,18210.73636263126
46,12,0.2,15,12,100,Q,0.6910947961316088,1.4931599072023,-0.3517337569051179,,0.16856566500154724,25137.23914512643
47,12,0.2,15,12,100,M,0.9163236938414278,2.5232460295212364,-0.3275412828454742,,0.23954910162885268,35523.06362513881
48,12,0.2,15,12,100,Y,0.7157670677284106,1.7884992609748824,-0.3710130018009723,,0.19108782382109224,28114.99277548998
49,12,0.2,15,12,100,6M,0.9163236938414278,2.5232460295212364,-0.3275412828454742,,0.23954910162885268,35523.06362513881
50,12,0.2,15,25,50,W,0.5485198563437172,0.8514646668258886,-0.2976818758317017,,0.11074981934048034,18679.119065847815
51,12,0.2,15,25,50,Q,0.6913135698248668,1.4817387708475678,-0.35780013866358945,,0.16765111024370016,25116.914604614838
52,12,0.2,15,25,50,M,0.9875711061713032,2.9886691863870536,-0.3062751439201873,,0.26605367012483105,40368.09374031235
53,12,0.2,15,25,50,Y,0.7199957502799171,1.8290251225822332,-0.3725376224530617,,0.19402191584024253,28631.692929526453
54,12,0.2,15,25,50,6M,0.9875711061713032,2.9886691863870536,-0.3062751439201873,,0.26605367012483105,40368.09374031235
